"","city","state","city_size","mode","n","percent","moe","state_abb","state_region","city_state","lon","lat"
"223","Chesterfield city","Missouri","Small","Bike",14,0.1,0.1,"MO","North Central","Chesterfield city, Missouri",-90.5770675,38.6631083
"224","Cheyenne city","Wyoming","Small","Bike",207,0.7,0.3,"WY","West","Cheyenne city, Wyoming",-104.8202462,41.1399814
"225","Chicago Heights city","Illinois","Small","Bike",99,0.9,0.8,"IL","North Central","Chicago Heights city, Illinois",-87.6355995,41.506146
"226","Chico city","California","Small","Bike",2239,5.8,1,"CA","West","Chico city, California",-121.8374777,39.7284944
"227","Chicopee city","Massachusetts","Small","Bike",129,0.5,0.6,"MA","Northeast","Chicopee city, Massachusetts",-72.6078672,42.1487043
"228","Chillicothe city","Ohio","Small","Bike",14,0.2,0.2,"OH","North Central","Chillicothe city, Ohio",-82.9824019,39.3331197
"229","Chino city","California","Small","Bike",97,0.3,0.2,"CA","West","Chino city, California",-117.688944,34.0122346
"230","Chino Hills city","California","Small","Bike",206,0.6,0.7,"CA","West","Chino Hills city, California",-117.7325848,33.9898188
"231","Christiansburg town","Virginia","Small","Bike",0,0,0.3,"VA","South","Christiansburg town, Virginia",-80.4089389,37.1298517
"232","Cicero town","Illinois","Small","Bike",312,0.9,0.5,"IL","North Central","Cicero town, Illinois",-87.7539448,41.8455877
"233","Citrus Heights city","California","Small","Bike",137,0.4,0.2,"CA","West","Citrus Heights city, California",-121.2810611,38.7071247
"234","Claremont city","California","Small","Bike",296,2,0.7,"CA","West","Claremont city, California",-117.7197785,34.0966764
"235","Clarksville town","Indiana","Small","Bike",27,0.3,0.3,"IN","North Central","Clarksville town, Indiana",-85.759963,38.2967362
"236","Clearfield city","Utah","Small","Bike",39,0.3,0.3,"UT","West","Clearfield city, Utah",-112.0260538,41.1107771
"237","Cleburne city","Texas","Small","Bike",0,0,0.3,"TX","South","Cleburne city, Texas",-97.3866837,32.3476438
"238","Clermont city","Florida","Small","Bike",18,0.2,0.2,"FL","South","Clermont city, Florida",-81.7728543,28.5494447
"239","Cleveland city","Tennessee","Small","Bike",51,0.3,0.3,"TN","South","Cleveland city, Tennessee",-84.8766115,35.1595182
"240","Cleveland Heights city","Ohio","Small","Bike",197,0.9,0.3,"OH","North Central","Cleveland Heights city, Ohio",-81.556235,41.5200518
"241","Cliffside Park borough","New Jersey","Small","Bike",39,0.3,0.3,"NJ","Northeast","Cliffside Park borough, New Jersey",-73.9876388,40.8214894
"242","Clifton city","New Jersey","Small","Bike",59,0.1,0.2,"NJ","Northeast","Clifton city, New Jersey",-74.1637553,40.8584328
"243","Clinton city","Iowa","Small","Bike",58,0.5,0.4,"IA","North Central","Clinton city, Iowa",-90.1887379,41.8444735
"244","Clinton city","Mississippi","Small","Bike",0,0,0.3,"MS","South","Clinton city, Mississippi",-90.3217585,32.3415342
"245","Clinton city","Utah","Small","Bike",13,0.1,0.2,"UT","West","Clinton city, Utah",-112.0504983,41.139666
"246","Clovis city","California","Small","Bike",156,0.4,0.2,"CA","West","Clovis city, California",-119.7029194,36.8252277
"247","Clovis city","New Mexico","Small","Bike",58,0.4,0.3,"NM","West","Clovis city, New Mexico",-103.2052272,34.4047987
"248","Coachella city","California","Small","Bike",15,0.1,0.2,"CA","West","Coachella city, California",-116.173894,33.6803003
"249","Coconut Creek city","Florida","Small","Bike",110,0.4,0.3,"FL","South","Coconut Creek city, Florida",-80.1789351,26.2517482
"250","Coeur d'Alene city","Idaho","Small","Bike",191,0.9,0.5,"ID","West","Coeur d'Alene city, Idaho",-116.7812225,47.6734632
"251","College Park city","Maryland","Small","Bike",433,3.3,1.2,"MD","South","College Park city, Maryland",-76.93776,38.9896967
"252","College Station city","Texas","Small","Bike",1126,2.6,0.5,"TX","South","College Station city, Texas",-96.3344068,30.627977
"253","Colleyville city","Texas","Small","Bike",25,0.2,0.3,"TX","South","Colleyville city, Texas",-97.155012,32.8809603
"254","Collierville town","Tennessee","Small","Bike",5,0,0.1,"TN","South","Collierville town, Tennessee",-89.6645266,35.042036
"255","Collinsville city","Illinois","Small","Bike",31,0.3,0.3,"IL","North Central","Collinsville city, Illinois",-89.9845476,38.6703266
"256","Colton city","California","Small","Bike",133,0.6,0.6,"CA","West","Colton city, California",-117.3136547,34.0739016
"257","Columbia city","Tennessee","Small","Bike",54,0.4,0.5,"TN","South","Columbia city, Tennessee",-87.0352831,35.6150716
"258","Columbus city","Indiana","Small","Bike",99,0.5,0.2,"IN","North Central","Columbus city, Indiana",-85.9213796,39.2014404
"259","Columbus city","Mississippi","Small","Bike",5,0.1,0.1,"MS","South","Columbus city, Mississippi",-88.4272627,33.4956744
"260","Columbus city","Nebraska","Small","Bike",52,0.5,0.5,"NE","North Central","Columbus city, Nebraska",-97.3593904,41.4302973
"261","Commerce City city","Colorado","Small","Bike",10,0,0.1,"CO","West","Commerce City city, Colorado",-104.9338675,39.8083196
"262","Compton city","California","Small","Bike",154,0.5,0.2,"CA","West","Compton city, California",-118.2200712,33.8958492
"263","Concord city","New Hampshire","Small","Bike",93,0.4,0.3,"NH","Northeast","Concord city, New Hampshire",-71.5375718,43.2081366
"264","Concord city","North Carolina","Small","Bike",34,0.1,0.1,"NC","South","Concord city, North Carolina",-80.579511,35.4087517
"265","Conroe city","Texas","Small","Bike",126,0.5,0.5,"TX","South","Conroe city, Texas",-95.4560512,30.3118769
"266","Conway city","Arkansas","Small","Bike",104,0.4,0.2,"AR","South","Conway city, Arkansas",-92.4421011,35.0886963
"267","Cookeville city","Tennessee","Small","Bike",34,0.3,0.3,"TN","South","Cookeville city, Tennessee",-85.5016423,36.162839
"268","Coon Rapids city","Minnesota","Small","Bike",101,0.3,0.2,"MN","North Central","Coon Rapids city, Minnesota",-93.3030063,45.1732394
"269","Cooper City city","Florida","Small","Bike",16,0.1,0.1,"FL","South","Cooper City city, Florida",-80.271716,26.0573112
"270","Coppell city","Texas","Small","Bike",9,0,0.1,"TX","South","Coppell city, Texas",-97.0150078,32.9545687
"271","Copperas Cove city","Texas","Small","Bike",25,0.2,0.2,"TX","South","Copperas Cove city, Texas",-97.9030785,31.124062
"272","Coral Gables city","Florida","Small","Bike",144,0.7,0.5,"FL","South","Coral Gables city, Florida",-80.2635411,25.7491968
"273","Corcoran city","California","Small","Bike",52,1.3,1.1,"CA","West","Corcoran city, California",-119.5604015,36.098007
"274","Corinth city","Texas","Small","Bike",23,0.2,0.4,"TX","South","Corinth city, Texas",-97.0647322,33.1540091
"275","Cornelius town","North Carolina","Small","Bike",7,0.1,0.1,"NC","South","Cornelius town, North Carolina",-80.8600736,35.4868032
"276","Coronado city","California","Small","Bike",527,4.8,1.3,"CA","West","Coronado city, California",-117.1830891,32.6858853
"277","Corsicana city","Texas","Small","Bike",31,0.3,0.4,"TX","South","Corsicana city, Texas",-96.4688727,32.0954304
"278","Corvallis city","Oregon","Small","Bike",2804,11.2,1.5,"OR","West","Corvallis city, Oregon",-123.2620435,44.5645659
"279","Cottage Grove city","Minnesota","Small","Bike",64,0.4,0.3,"MN","North Central","Cottage Grove city, Minnesota",-92.9438218,44.8277446
"280","Cottonwood Heights city","Utah","Small","Bike",49,0.3,0.2,"UT","West","Cottonwood Heights city, Utah",-111.8162931,40.6183158
"281","Council Bluffs city","Iowa","Small","Bike",132,0.4,0.2,"IA","North Central","Council Bluffs city, Iowa",-95.8608333,41.2619444
"282","Covina city","California","Small","Bike",134,0.6,0.4,"CA","West","Covina city, California",-117.8903397,34.0900091
"283","Covington city","Kentucky","Small","Bike",50,0.3,0.3,"KY","South","Covington city, Kentucky",-84.5085536,39.0836712
"284","Cranston city","Rhode Island","Small","Bike",92,0.3,0.2,"RI","Northeast","Cranston city, Rhode Island",-71.4372796,41.7798226
"285","Crest Hill city","Illinois","Small","Bike",0,0,0.3,"IL","North Central","Crest Hill city, Illinois",-88.0986709,41.554753
"286","Crestview city","Florida","Small","Bike",11,0.1,0.2,"FL","South","Crestview city, Florida",-86.5727995,30.7541808
"287","Crown Point city","Indiana","Small","Bike",0,0,0.2,"IN","North Central","Crown Point city, Indiana",-87.3653135,41.4169806
"288","Crystal city","Minnesota","Small","Bike",9,0.1,0.1,"MN","North Central","Crystal city, Minnesota",-93.3602286,45.0327425
"289","Crystal Lake city","Illinois","Small","Bike",0,0,0.1,"IL","North Central","Crystal Lake city, Illinois",-88.3161965,42.2411344
"290","Cudahy city","California","Small","Bike",74,0.8,0.8,"CA","West","Cudahy city, California",-118.1857858,33.9608646
"291","Culver City city","California","Small","Bike",219,1.1,0.5,"CA","West","Culver City city, California",-118.3964665,34.0211224
"292","Cumberland city","Maryland","Small","Bike",0,0,0.4,"MD","South","Cumberland city, Maryland",-78.7625185,39.6528654
"293","Cupertino city","California","Small","Bike",221,0.9,0.5,"CA","West","Cupertino city, California",-122.0321823,37.3229978
"294","Cutler Bay town","Florida","Small","Bike",28,0.2,0.2,"FL","South","Cutler Bay town, Florida",-80.3468593,25.5808323
"295","Cuyahoga Falls city","Ohio","Small","Bike",56,0.2,0.3,"OH","North Central","Cuyahoga Falls city, Ohio",-81.4845585,41.1339449
"296","Cypress city","California","Small","Bike",168,0.7,0.4,"CA","West","Cypress city, California",-118.0368507,33.8169366
"297","Dalton city","Georgia","Small","Bike",29,0.2,0.3,"GA","South","Dalton city, Georgia",-84.9702228,34.7698021
"298","Dana Point city","California","Small","Bike",75,0.4,0.3,"CA","West","Dana Point city, California",-117.6981014,33.4672256
"299","Danbury city","Connecticut","Small","Bike",51,0.1,0.1,"CT","Northeast","Danbury city, Connecticut",-73.4540111,41.394817
"300","Dania Beach city","Florida","Small","Bike",102,0.7,0.5,"FL","South","Dania Beach city, Florida",-80.1439343,26.052311
"301","Danville city","Illinois","Small","Bike",28,0.2,0.2,"IL","North Central","Danville city, Illinois",-87.6300207,40.124481
"302","Danville city","Virginia","Small","Bike",33,0.2,0.1,"VA","South","Danville city, Virginia",-79.3950228,36.5859718
"303","Danville town","California","Small","Bike",29,0.2,0.2,"CA","West","Danville town, California",-121.9999606,37.8215929
"304","Daphne city","Alabama","Small","Bike",91,0.9,1.3,"AL","South","Daphne city, Alabama",-87.9036047,30.6035255
"305","Darien city","Illinois","Small","Bike",30,0.3,0.3,"IL","North Central","Darien city, Illinois",-87.9737943,41.7483483
"306","Davie town","Florida","Small","Bike",216,0.5,0.3,"FL","South","Davie town, Florida",-80.2521157,26.0764783
"307","Davis city","California","Small","Bike",5691,18.6,1.8,"CA","West","Davis city, California",-121.7405167,38.5449065
"308","Daytona Beach city","Florida","Small","Bike",429,1.9,0.7,"FL","South","Daytona Beach city, Florida",-81.0228331,29.2108147
"309","De Pere city","Wisconsin","Small","Bike",75,0.6,0.4,"WI","North Central","De Pere city, Wisconsin",-88.0603806,44.4488805
"310","Dearborn city","Michigan","Small","Bike",110,0.3,0.1,"MI","North Central","Dearborn city, Michigan",-83.1763145,42.3222599
"311","Dearborn Heights city","Michigan","Small","Bike",32,0.2,0.2,"MI","North Central","Dearborn Heights city, Michigan",-83.2732627,42.3369816
"312","Decatur city","Alabama","Small","Bike",0,0,0.1,"AL","South","Decatur city, Alabama",-86.9833417,34.6059253
"313","Decatur city","Illinois","Small","Bike",54,0.2,0.1,"IL","North Central","Decatur city, Illinois",-88.9548001,39.8403147
"314","Deer Park city","Texas","Small","Bike",65,0.4,0.5,"TX","South","Deer Park city, Texas",-95.1238204,29.7052284
"315","Deerfield Beach city","Florida","Small","Bike",306,0.9,0.4,"FL","South","Deerfield Beach city, Florida",-80.0997657,26.3184123
"316","DeKalb city","Illinois","Small","Bike",301,1.5,0.6,"IL","North Central","DeKalb city, Illinois",-88.7503647,41.9294736
"317","Del City city","Oklahoma","Small","Bike",0,0,0.3,"OK","South","Del City city, Oklahoma",-97.4408698,35.4420062
"318","Del Rio city","Texas","Small","Bike",125,0.9,0.5,"TX","South","Del Rio city, Texas",-100.8958674,29.3708857
"319","DeLand city","Florida","Small","Bike",159,1.6,1.2,"FL","South","DeLand city, Florida",-81.3031179,29.028318
"320","Delano city","California","Small","Bike",41,0.3,0.4,"CA","West","Delano city, California",-119.2470536,35.7688425
"321","Delaware city","Ohio","Small","Bike",46,0.3,0.2,"OH","North Central","Delaware city, Ohio",-83.0522468,40.2788666
"322","Delray Beach city","Florida","Small","Bike",188,0.7,0.4,"FL","South","Delray Beach city, Florida",-80.0728201,26.4614625
"323","Deltona city","Florida","Small","Bike",58,0.2,0.2,"FL","South","Deltona city, Florida",-81.2636738,28.9005446
"324","Denison city","Texas","Small","Bike",34,0.4,0.4,"TX","South","Denison city, Texas",-96.536658,33.7556593
"325","Derby city","Kansas","Small","Bike",9,0.1,0.1,"KS","North Central","Derby city, Kansas",-97.2689331,37.5455735
"326","Des Moines city","Washington","Small","Bike",24,0.2,0.3,"WA","West","Des Moines city, Washington",-122.3242901,47.4017661
"327","Des Plaines city","Illinois","Small","Bike",167,0.6,0.3,"IL","North Central","Des Plaines city, Illinois",-87.8833991,42.0333623
"328","Desert Hot Springs city","California","Small","Bike",0,0,0.4,"CA","West","Desert Hot Springs city, California",-116.5016784,33.961124
"329","DeSoto city","Texas","Small","Bike",0,0,0.2,"TX","South","DeSoto city, Texas",-96.8570738,32.5896998
"330","Diamond Bar city","California","Small","Bike",7,0,0.1,"CA","West","Diamond Bar city, California",-117.8103367,34.0286226
"331","Dinuba city","California","Small","Bike",14,0.2,0.3,"CA","West","Dinuba city, California",-119.3870656,36.5432837
"332","Dodge City city","Kansas","Small","Bike",42,0.3,0.3,"KS","North Central","Dodge City city, Kansas",-100.0170787,37.7527982
"333","Dolton village","Illinois","Small","Bike",0,0,0.3,"IL","North Central","Dolton village, Illinois",-87.607268,41.6389236
"334","Doral city","Florida","Small","Bike",5,0,0.1,"FL","South","Doral city, Florida",-80.3553302,25.8195424
"335","Dothan city","Alabama","Small","Bike",51,0.2,0.1,"AL","South","Dothan city, Alabama",-85.3904888,31.2232313
"336","Douglasville city","Georgia","Small","Bike",1,0,0.1,"GA","South","Douglasville city, Georgia",-84.7477136,33.7514966
"337","Dover city","Delaware","Small","Bike",12,0.1,0.1,"DE","South","Dover city, Delaware",-75.5243682,39.158168
"338","Dover city","New Hampshire","Small","Bike",43,0.3,0.3,"NH","Northeast","Dover city, New Hampshire",-70.8736698,43.1978624
"339","Downers Grove village","Illinois","Small","Bike",176,0.7,0.4,"IL","North Central","Downers Grove village, Illinois",-88.0111746,41.8089191
"340","Draper city","Utah","Small","Bike",35,0.2,0.2,"UT","West","Draper city, Utah",-111.8638226,40.5246711
"341","Duarte city","California","Small","Bike",14,0.2,0.2,"CA","West","Duarte city, California",-117.9772873,34.1394513
"342","Dublin city","California","Small","Bike",69,0.3,0.2,"CA","West","Dublin city, California",-121.9101221,37.7159396
"343","Dublin city","Ohio","Small","Bike",16,0.1,0.1,"OH","North Central","Dublin city, Ohio",-83.1140771,40.0992294
"344","Dubuque city","Iowa","Small","Bike",43,0.1,0.1,"IA","North Central","Dubuque city, Iowa",-90.6654675,42.5022661
"345","Duluth city","Georgia","Small","Bike",0,0,0.3,"GA","South","Duluth city, Georgia",-84.1446376,34.0028786
"346","Duluth city","Minnesota","Small","Bike",343,0.8,0.3,"MN","North Central","Duluth city, Minnesota",-92.1004852,46.7866719
"347","Duncan city","Oklahoma","Small","Bike",18,0.2,0.3,"OK","South","Duncan city, Oklahoma",-97.9578128,34.5023028
"348","Duncanville city","Texas","Small","Bike",14,0.1,0.1,"TX","South","Duncanville city, Texas",-96.9083366,32.6518004
"349","Dunedin city","Florida","Small","Bike",296,1.9,0.8,"FL","South","Dunedin city, Florida",-82.7717684,28.0197404
"350","Dunwoody city","Georgia","Small","Bike",32,0.1,0.2,"GA","South","Dunwoody city, Georgia",-84.3346473,33.9462125
"351","Eagan city","Minnesota","Small","Bike",128,0.4,0.2,"MN","North Central","Eagan city, Minnesota",-93.1668858,44.8041322
"352","Eagle city","Idaho","Small","Bike",48,0.6,0.5,"ID","West","Eagle city, Idaho",-116.3540138,43.6954424
"353","Eagle Mountain city","Utah","Small","Bike",0,0,0.4,"UT","West","Eagle Mountain city, Utah",-112.006882,40.3141169
"354","Eagle Pass city","Texas","Small","Bike",11,0.1,0.2,"TX","South","Eagle Pass city, Texas",-100.4995214,28.7091433
"355","Easley city","South Carolina","Small","Bike",11,0.1,0.2,"SC","South","Easley city, South Carolina",-82.6015206,34.829838
"356","East Chicago city","Indiana","Small","Bike",0,0,0.3,"IN","North Central","East Chicago city, Indiana",-87.4547635,41.6392024
"357","East Lansing city","Michigan","Small","Bike",1374,6.8,1.2,"MI","North Central","East Lansing city, Michigan",-84.4838654,42.7369792
"358","East Moline city","Illinois","Small","Bike",0,0,0.3,"IL","North Central","East Moline city, Illinois",-90.4442979,41.5008673
